ICAO;DIAMES;MES_LOCAL;HORA_LOCAL;TOTALES
LEMD_DCL;31;7;3:00;17
LEMD_DCL;31;7;4:00;45
LEMD_DCL;31;7;5:00;69
LEMD_DCL;31;7;6:00;70
LEMD_DCL;31;7;7:00;74
LEMD_DCL;31;7;8:00;90
LEMD_DCL;31;7;9:00;73
LEMD_DCL;31;7;10:00;75
LEMD_DCL;31;7;11:00;67
LEMD_DCL;31;7;12:00;79
LEMD_DCL;31;7;13:00;94
LEMD_DCL;31;7;14:00;73
LEMD_DCL;31;7;15:00;40
LEMD_DCL;31;7;16:00;70
LEMD_DCL;31;7;17:00;68
LEMD_DCL;31;7;18:00;72
LEMD_DCL;31;7;19:00;70
LEMD_DCL;31;7;20:00;67
LEMD_DCL;31;7;21:00;49
LEMD_DCL;31;7;22:00;17
LEMD_DCL;31;7;23:00;5
